type,event,year,abbreviation,nameEn,nameFr,address,representative,comments,source1,source2,officeType,currentStateName,previousStateName
NGO,,1960,,Union of International Associations ,Union des associations internationales,"25, Grand'Rue",PR (Suisse) - M. Raoul Lenz,,https://archives.ungeneva.org/union-of-international-associations-bruxelles-various-correspondence-concerning-the-handbook-monthly-bulletin-2/download?token=f32e1ca1bae826419ac88908332a7eea0ad68b70e3a4b38de280db5c350e90cb,,,,
NGO,,1961,,Union of International Associations,Union des associations internationales,"25, Grand'Rue",PR (Suisse) - M. Raoul Lenz,,https://archives.ungeneva.org/union-of-international-associations-bruxelles-various-correspondence-concerning-the-handbook-monthly-bulletin-2/download?token=f32e1ca1bae826419ac88908332a7eea0ad68b70e3a4b38de280db5c350e90cb,,,,
NGO,,1964,,Union of International Associations,Union des Associations internationales,"25, Grand'Rue",PR (Suisse) - M. Raoul Lenz,,YB1964-65,,,,
NGO,,1948,,United Bible Societies,Alliance biblique universelle,"19, route de Malagnou",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03653,,,,
NGO,,1958,,United Bible Societies,Alliance biblique universelle,,,,YB1958-59,,,,
NGO,,1964,,United Bible Societies,Alliance biblique universelle,"150, route de Ferney",Regional Study Secretary,,YB1964-65,,,,
NGO,,1970,,United Bible Societies,Alliance biblique universelle,"150, route de Ferney",,,YB1970-71,,,,
NGO,,1962,,Universal League of Freemassons (Universala Framasone Ligo),Ligue universelle de Francs-Maçons,"12, rue Michel Chauvet",President - Théo Marti,"request consulative status denied ""à cause l'appaortenance à des sociétés secrètes"" des membres.",https://archives.ungeneva.org/ngos-preliminary-requests-for-consultation-status-3/download?token=a89e624d89efe7e9da10ea6d27ea3a86359a0e73a8a5ca3d443538285f37a803,,,,
NGO,,1973,,Universal League of Freemassons (Universala Framasone Ligo),Ligue universelle de Francs-Maçons,"12, rue Michel Chauvet",President - Théo Marti,,https://archives.ungeneva.org/ngos-preliminary-requests-for-consultation-status/download?token=ef8cf286f34460c1bf1e675edea2b8d91c736a6aac68ac8ea46c6ed13e453b5e,,,,
NGO,,1948,,Universal Esperanto Association,,Palais Wilson,PR- Hans Jakob,C/o Jakob,https://archives.ungeneva.org/conference-of-non-governmental-organizations-session-may-1948-arrangements-and-agenda/download?token=4476b3cbefadf245a1c8bb80d97326b3282065185de92b0962ec9cef6f865cd7,,,,
NGO,,1958,,Universal Esperanto Association,,,PR- Hans Jakob,,YB1958-59,,,,
NGO,,1959,,Universal Esperanto Association,,"12, rue Jean Jacquet",PR- Hans Jakob,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1964,,Technical Assistance Board (UN-EPTA),Bureau de l'assistance technique,Palais des Nations,,,YB1964-65,,,,
NGO,,1964,,Union for the International Language Ido,Union pour la langue internationale Ido,Champel (case postale),,,YB1964-65,,,,
NGO,,1964,,Union for the Protection of New Varieties of Plants,Union pour la protection des obtentions végétales,"32, chemin des Colombettes",,,YB1964-65,,,,
NGO,,1948,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"10, rue de la Madeleine",,,https://digitallibrary.un.org/record/820291?ln=en&v=pdf,,,,
NGO,,1949,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"37, quai Wilson",,,YB1949,,,,
NGO,,1950,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,ECOSOC consultative,,
NGO,,1951,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1952,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,https://archives.ungeneva.org/ngos-general-ngos-and-the-commission-on-the-status-of-women/download?token=c0ece8012e3fbe9de8194def44970c27b3608b2f42b41c3a1746cfcbc7313c81,,,,
NGO,,1953,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1954,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1955,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1956,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,ECOSOC consultative,https://digitallibrary.un.org/record/3812432?ln=en&v=pdf,,,,
NGO,,1957,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1958,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",Seat,,YB1958-59,,,,
NGO,,1959,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1960,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1961,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1962,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1963,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1964,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,YB1964-65,,,,
NGO,,1965,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,https://archives.ungeneva.org/reel-54-3-13/download?token=d1c748d74a12d41123019c0f3a875f3e13941101dd9010c9c80247f4cb570dca,,,,
NGO,,1966,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1967,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"12, rue du Vieux Collège",,,no,,,,
NGO,,1968,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"1, rue de Varembé",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-women-s-international-league-for-peace-and-freedom/download?token=741807f7a32dbd3220bc101e04a56ed17d951fd8674b1787fe50a746a7d6389c,,,,
NGO,,1969,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"1, rue de Varembé",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-women-s-international-league-for-peace-and-freedom/download?token=741807f7a32dbd3220bc101e04a56ed17d951fd8674b1787fe50a746a7d6389c,,,,
NGO,,1970,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"1, rue de Varembé",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-women-s-international-league-for-peace-and-freedom/download?token=741807f7a32dbd3220bc101e04a56ed17d951fd8674b1787fe50a746a7d6389c,,,,
NGO,,1972,WILPF,Women's International League for Peace and Liberty,Ligue internationale des femmes pour la paix et la liberté,"1, rue de Varembé",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-women-s-international-league-for-peace-and-freedom/download?token=741807f7a32dbd3220bc101e04a56ed17d951fd8674b1787fe50a746a7d6389c,,,,
NGO,,1960,,Soroptimist International Association,,"10, rue de la Croix d'or",,,https://archives.ungeneva.org/correspondence-with-soroptimist-international-association/download?token=d5c41ffc7a20ad96bbc0003454f2171e53f23f7f9df6be00997f3791fc6384c1,,,,
NGO,,1961,,Soroptimist International Association,,"66, boulevard Carl Vogt",RP Denise Schmid-Kreis,,https://archives.ungeneva.org/correspondence-with-soroptimist-international-association/download?token=d5c41ffc7a20ad96bbc0003454f2171e53f23f7f9df6be00997f3791fc6384c2,,,,
NGO,,1964,,Soroptimist International Association,,"19, rue de la Croix-d'or",European Federation of Soroptimist Clubs + PR with different addresses over time,,YB1964-65,,,,
NGO,,1972,,Soroptimist International Association,,"29, avenue du Beau Séjour",RP,,https://archives.ungeneva.org/correspondence-with-soroptimist-international-association/download?token=d5c41ffc7a20ad96bbc0003454f2171e53f23f7f9df6be00997f3791fc6384c1,,,,
NGO,,1973,,Soroptimist International Association,,"51, Route du Chêne",RP,,https://archives.ungeneva.org/correspondence-with-soroptimist-international-association/download?token=d5c41ffc7a20ad96bbc0003454f2171e53f23f7f9df6be00997f3791fc6384c2,,,,
NGO,,1973,,Soroptimist International Association,,"29, avenue du Beau Séjour",RP,,https://archives.ungeneva.org/correspondence-with-soroptimist-international-association/download?token=d5c41ffc7a20ad96bbc0003454f2171e53f23f7f9df6be00997f3791fc6384c3,,,,
NGO,,1950,,World's Young Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,ECOSOC consultative,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,,,
NGO,,1947,YMCA (international),World's Alliance of Young Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,Obs. ECOSOC,https://digitallibrary.un.org/record/820318?ln=en&v=pdf,,,,
NGO,,1948,YMCA (international),World's Alliance of Young Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,https://digitallibrary.un.org/record/820291?ln=en&v=pdf,,,,
NGO,,1949,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,YB1949,,,,
NGO,,1950,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1951,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1952,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1953,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1954,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f30,,,,
NGO,,1955,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1956,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,ECOSOC consultative,https://digitallibrary.un.org/record/3812432?ln=en&v=pdf,,,,
NGO,,1957,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1958,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,YB1958-59,,,,
NGO,,1959,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1960,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1961,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,https://archives.ungeneva.org/ngos-general-ngos-and-the-commission-on-the-status-of-women/download?token=c0ece8012e3fbe9de8194def44970c27b3608b2f42b41c3a1746cfcbc7313c81,,,,
NGO,,1962,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1963,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,no,,,,
NGO,,1964,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,YB1964-65,,,,
NGO,,1970,YMCA (international),World Alliance of Young's Men's Christian Associations,Alliance universelle des unions chrétiennes de jeunes gens,"37, quai Wilson",,,YB1970-71,,,,
NGO,,1948,YMCA (international),World Alliance for International Friendship Through the Churches,,"37, quai Wilson",,,https://digitallibrary.un.org/record/820291?ln=en&v=pdf,,,,
NGO,,1970,YMCA (international),World Federation of Associations of Secretaries of YMCAs ,,"37, quai Wilson",,,YB1970-71,,,,
NGO,,1970,YMCA (international),World Association for the School as an Instrument of Peace,,"5, rue du Simplon",,,YB1970-71,,,,
NGO,,1947,World YWCA,World Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,Obs. ECOSOC,https://digitallibrary.un.org/record/820318?ln=en&v=pdf,,,,
NGO,,1948,World YWCA,World Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,https://digitallibrary.un.org/record/820291?ln=en&v=pdf,,,,
NGO,,1949,World YWCA,World's Young Wonen's Christian Associations,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,YB1949,,,,
NGO,,1950,World YWCA,World's Young Wonen's Christian Associations,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,ECOSOC consultative,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,,,
NGO,,1951,World YWCA,World's Young Wonen's Christian Associations,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1952,World YWCA,World's Young Wonen's Christian Associations,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1953,World YWCA,World's Young Wonen's Christian Associations,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1954,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f22,,,,
NGO,,1955,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1956,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,ECOSOC consultative,https://digitallibrary.un.org/record/3812432?ln=en&v=pdf,,,,
NGO,,1957,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1958,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,YB1958-59,,,,
NGO,,1959,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1960,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1961,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1962,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1963,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1964,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,YB1964-65,,,,
NGO,,1965,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1966,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1967,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1968,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1969,World YWCA,World's Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,no,,,,
NGO,,1970,World YWCA,World Young Women's Christian Association,Alliance universelle des unions chrétiennes de jeunes filles,"37, quai Wilson",,,YB1970-71,https://archives.ungeneva.org/correspondence-with-and-concerning-unicef/download?token=c4d2e424f464ca5ea12d8d024e1104ce305c550a424c3a679c4f06b3a1be6b02,,,
NGO,,1958,,World Association Against Hunger,Association mondiale de lutte contre la faim,,,,YB1958-59,,,,
NGO,,1964,,World Association Against Hunger,Association mondiale de lutte contre la faim,"2, place Longemalle",,,YB1964-65,,,,
NGO,,1970,,World Association Against Hunger,Association mondiale de lutte contre la faim,"1-3, rue de Varambé",,,YB1970-71,,,,
NGO,,1970,,World Association of Judges,,"75, rue de Lyon",,,YB1970-71,,,,
NGO,,1949,WATA,International Tourist Association,Association internationale des touristes,"1, rue du Mont-Blanc",,Becomes WATA,YB1949,,,,
NGO,,1950,WATA,World Association of Travel Agencies,,"1, rue du Mont-Blanc",,,https://archives.ungeneva.org/world-association-of-travel-agencies/download?token=d3ebf157272ffb376abec74093965ae96d76ae6841037a07939ded525c2ab8ab,,,,
NGO,,1958,WATA,World Association of Travel Agencies,*,,,,YB1958-59,,,,
NGO,,1964,WATA,World Association of Travel Agencies,,"37, quai Wilson",,,YB1964-65,,,,
NGO,,1950,,World Brotherhood,Fraternité mondiale,"37, quai Wilson",founded in 1950,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03651,,,,
NGO,,1951,,World Brotherhood,Fraternité mondiale,"37, quai Wilson",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03652,,,,
NGO,,1952,,World Brotherhood,Fraternité mondiale,"37, quai Wilson",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03653,,,,
NGO,,1953,,World Brotherhood,Fraternité mondiale,"37, quai Wilson",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03654,,,,
NGO,,1954,,World Brotherhood,Fraternité mondiale,"37, quai Wilson",,,https://archives.ungeneva.org/correspondence-concerning-council-on-world-tensions-inc-formerly-world-brotherhood-geneva/download?token=0cfdd21f82cccbe6d4f63e0961e5925f08ae4a89fffd52a590b57945dead75cd,,,,
NGO,,1958,,World Brotherhood,Fraternité mondiale,"1, rue de Varembé",,,YB1958-59,https://archives.ungeneva.org/correspondence-concerning-council-on-world-tensions-inc-formerly-world-brotherhood-geneva/download?token=0cfdd21f82cccbe6d4f63e0961e5925f08ae4a89fffd52a590b57945dead75cd,,,
NGO,,1959,,World Brotherhood,Fraternité mondiale,"1, rue de Varembé",,,,,,,
NGO,,1960,,World Brotherhood,Fraternité mondiale,"1, rue de Varembé",,,https://archives.ungeneva.org/correspondence-concerning-council-on-world-tensions-inc-formerly-world-brotherhood-geneva/download?token=0cfdd21f82cccbe6d4f63e0961e5925f08ae4a89fffd52a590b57945dead75cd,,,,
NGO,,1961,,World Brotherhood,Fraternité mondiale,"1, rue de Varembé",,,https://archives.ungeneva.org/correspondence-concerning-council-on-world-tensions-inc-formerly-world-brotherhood-geneva/download?token=0cfdd21f82cccbe6d4f63e0961e5925f08ae4a89fffd52a590b57945dead75cd,,,,
NGO,,1962,,Council on World Tensions,Fraternité mondiale,"1, rue de Varembé",,,https://archives.ungeneva.org/correspondence-concerning-council-on-world-tensions-inc-formerly-world-brotherhood-geneva/download?token=0cfdd21f82cccbe6d4f63e0961e5925f08ae4a89fffd52a590b57945dead75cd,,,,
NGO,,1963,,Council on World Tensions,Fraternité mondiale,"1, rue de Varembé",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1964,,Council on World Tensions,Fraternité mondiale,"1, rue de Varembé",,,https://archives.ungeneva.org/correspondence-concerning-council-on-world-tensions-inc-formerly-world-brotherhood-geneva/download?token=dfc56d57e351e890a41975b3dac8313d51bf0da40418e5abc2cde461e976a493,,,,
NGO,,1965,,Council on World Tensions,Fraternité mondiale,"1, rue de Varembé",,dissolved in 1965,https://archives.ungeneva.org/correspondence-concerning-council-on-world-tensions-inc-formerly-world-brotherhood-geneva/download?token=dfc56d57e351e890a41975b3dac8313d51bf0da40418e5abc2cde461e976a494,,,,
NGO,,1970,,World Brotherhood,Fraternité mondiale,"1, rue de Varembé",,,YB1970-71,,,,
NGO,,,,Liaison Committee of the World Assembly of NGOs Concerned with the Global Environment ,,"7, avenue de la Paix",,,,,,,
NGO,,1958,,World Council for the Peoples World Convention,Conseil mondial pour l'assemblée constituante des peuples,,,,YB1958-59,,,,
NGO,,1964,,World Council for the Peoples World Convention,Conseil mondial pour l'assemblée constituante des peuples,"46, chemin Sarasin (Grand-Saconnex)",,,YB1964-65,,,,
NGO,,1947,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",(in formation),,https://archives.ungeneva.org/correspondence-with-headquarters-16/download?token=2fc85d1c75ab76dcb2357cd201c001cabc7027407ada77cfec831e971075767f,,,,
NGO,,1948,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1949,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,YB1949,,,,
NGO,,1950,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1951,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1952,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1953,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1954,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1955,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1956,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1957,WCC,World Council of Churches,Conseil œcuménique des églises,"17, rue de Malagnou",,,no,,,,
NGO,,1958,WCC,World Council of Churches,Conseil œcuménique des églises,"17, route de Malagnou",seat,,YB1958-59,,,,
NGO,,1961,WCC,World Council of Churches,Conseil œcuménique des églises,"17, route de Malagnou",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03653,,,,
NGO,,1962,WCC,World Council of Churches,Conseil œcuménique des églises,"17, route de Malagnou",,,,,,,
NGO,,1964,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,YB1964-65,,,,
NGO,,1965,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,no,,,,
NGO,,1966,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,no,,,,
NGO,,1967,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,no,,,,
NGO,,1968,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,no,,,,
NGO,,1969,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03653,,,,
NGO,,1970,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,YB1970-71,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03653,,,
NGO,,1971,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,no,,,,
NGO,,1972,WCC,World Council of Churches,Conseil œcuménique des églises,"150, route de Ferney",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=b2d7e80a4db6ccb1adfcbc169f617da5a80f272705ed03377c57fafd6263222c,,,,
NGO,,1964,,World Council of Christian Education and Sunday School Association,Conseil mondial d'éducation chrétienne et association des écoles du dimanche,"150, route de Ferney",,,YB1964-65,,,,
NGO,,1970,,World Council of Christian Education and Sunday School Association,,"150, route de Ferney",,,YB1970-71,,,,
NGO,,1958,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"92, rue du Rhône",,,YB1958-59,,Geneva Office,,
NGO,,1959,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"10, rue Bellot",PR - Dr Anne Audeoud-Naville,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
